key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
65795.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4730,0,0,0,0,0,0,0
65796.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4644,0,0,0,0,0,0,0
65802.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4645,0,0,0,0,0,0,0
65803.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4677,0,0,0,0,0,0,0
65804.0,1,1,1,255,255,255,255,255,1,1,1,0,0,0,0,0,4712,4733,4749,0,0,0,0,0
65805.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4679,0,0,0,0,0,0,0
65806.0,7,7,7,7,255,255,255,255,1,1,1,1,0,0,0,0,4647,4678,4715,4713,0,0,0,0
65810.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5056,0,0,0,0,0,0,0
65811.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2226,0,0,0,0,0,0,0
65812.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5071,0,0,0,0,0,0,0
65813.0,2,2,255,255,255,255,255,255,1,1,0,0,0,0,0,0,2680,2231,0,0,0,0,0,0
65814.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2236,0,0,0,0,0,0,0
65815.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5058,0,0,0,0,0,0,0
65816.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3096,0,0,0,0,0,0,0
65817.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2502,0,0,0,0,0,0,0
65817.1,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2502,0,0,0,0,0,0,0
65818.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3149,0,0,0,0,0,0,0
65818.1,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3149,0,0,0,0,0,0,0
65819.0,0,0,0,255,255,255,255,255,1,1,1,0,0,0,0,0,3861,2830,3868,0,0,0,0,0
65820.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3203,0,0,0,0,0,0,0
65823.0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
65823.1,6,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
65825.0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
65826.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
65826.1,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
65828.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5056,0,0,0,0,0,0,0
65829.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2341,0,0,0,0,0,0,0
65830.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5091,0,0,0,0,0,0,0
65831.0,1,1,255,255,255,255,255,255,1,1,0,0,0,0,0,0,1605,1753,0,0,0,0,0,0
65832.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2344,0,0,0,0,0,0,0
65833.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5058,0,0,0,0,0,0,0
65834.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2551,0,0,0,0,0,0,0
65835.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,1778,0,0,0,0,0,0,0
65836.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0
65837.0,1,1,1,255,255,255,255,255,1,1,1,0,0,0,0,0,1723,1796,1659,0,0,0,0,0
65837.1,2,2,2,255,255,255,255,255,1,1,1,0,0,0,0,0,1723,1796,1659,0,0,0,0,0
65838.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,1663,0,0,0,0,0,0,0
65845.0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
65845.1,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
65886.0,1,1,1,255,255,255,255,255,2,2,2,0,0,0,0,0,10,10,10,0,0,0,0,0
65891.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65898.0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
65898.1,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
65943.0,1,1,255,255,255,255,255,255,2,2,0,0,0,0,0,0,35,35,0,0,0,0,0,0
65948.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
65996.0,6,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
65996.1,9,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
65996.2,10,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
66002.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
66032.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
66057.0,1,2,3,255,255,255,255,255,2,2,2,0,0,0,0,0,59,59,59,0,0,0,0,0
66057.1,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
66071.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5333,0,0,0,0,0,0,0
66072.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,1917,0,0,0,0,0,0,0
66072.1,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,1917,0,0,0,0,0,0,0
66073.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,1925,0,0,0,0,0,0,0
66073.1,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,1925,0,0,0,0,0,0,0
66074.0,2,2,2,255,255,255,255,255,1,1,1,0,0,0,0,0,1937,1862,2039,0,0,0,0,0
66074.1,3,3,3,255,255,255,255,255,1,1,1,0,0,0,0,0,1937,1862,2039,0,0,0,0,0
66075.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5376,0,0,0,0,0,0,0
66075.1,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,1942,0,0,0,0,0,0,0
66113.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5487,0,0,0,0,0,0,0
66114.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4564,0,0,0,0,0,0,0
66116.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5515,0,0,0,0,0,0,0
66117.0,0,0,255,255,255,255,255,255,1,1,0,0,0,0,0,0,4597,4595,0,0,0,0,0,0
66117.1,1,1,255,255,255,255,255,255,1,1,0,0,0,0,0,0,4597,4595,0,0,0,0,0,0
66118.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2149,0,0,0,0,0,0,0
66119.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5522,0,0,0,0,0,0,0
66120.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4575,0,0,0,0,0,0,0
66120.1,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4575,0,0,0,0,0,0,0
66123.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3274,0,0,0,0,0,0,0
66125.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5324,0,0,0,0,0,0,0
66126.0,1,1,255,255,255,255,255,255,1,1,0,0,0,0,0,0,2670,3322,0,0,0,0,0,0
66127.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3039,0,0,0,0,0,0,0
66128.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5326,0,0,0,0,0,0,0
66129.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3823,0,0,0,0,0,0,0
66134.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0
66137.0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0
66146.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5062,0,0,0,0,0,0,0
66147.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4305,0,0,0,0,0,0,0
66149.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5086,0,0,0,0,0,0,0
66149.1,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5086,0,0,0,0,0,0,0
66150.0,0,0,255,255,255,255,255,255,1,1,0,0,0,0,0,0,4204,4309,0,0,0,0,0,0
66150.1,1,1,255,255,255,255,255,255,1,1,0,0,0,0,0,0,4204,4309,0,0,0,0,0,0
66151.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2111,0,0,0,0,0,0,0
66152.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,5064,0,0,0,0,0,0,0
66153.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4218,0,0,0,0,0,0,0
66153.1,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4218,0,0,0,0,0,0,0
66183.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4556,0,0,0,0,0,0,0
66184.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4599,0,0,0,0,0,0,0
66185.0,0,0,0,255,255,255,255,255,1,1,1,0,0,0,0,0,4607,4608,4606,0,0,0,0,0
66186.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,1987,0,0,0,0,0,0,0
66187.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3125,0,0,0,0,0,0,0
66188.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,3413,0,0,0,0,0,0,0
66189.0,1,1,1,255,255,255,255,255,1,1,1,0,0,0,0,0,3176,3429,2829,0,0,0,0,0
66190.0,0,0,0,255,255,255,255,255,1,1,1,0,0,0,0,0,3215,3475,2895,0,0,0,0,0
66191.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2078,0,0,0,0,0,0,0
66192.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0
66192.1,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0
66193.0,0,0,0,255,255,255,255,255,1,1,1,0,0,0,0,0,2872,2876,2878,0,0,0,0,0
66193.1,2,2,2,255,255,255,255,255,1,1,1,0,0,0,0,0,2872,2876,2878,0,0,0,0,0
66194.0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,4514,0,0,0,0,0,0,0
66198.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
66198.1,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
66198.2,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
66205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66227.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66239.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66251.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
66253.0,0,1,2,3,4,5,6,7,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11
66256.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
66256.1,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
66256.2,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
66264.0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
66280.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
66320.0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
66364.0,0,1,2,3,4,5,255,255,2,2,2,2,2,2,0,0,3,3,3,3,3,3,0,0
66365.0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
66374.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
66404.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
66424.0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
66424.1,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
66424.2,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
66424.3,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
66424.4,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
66454.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
66456.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
66476.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
66540.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
66541.0,8,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
66547.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
66579.0,1,2,3,255,255,255,255,255,2,2,2,0,0,0,0,0,30,30,30,0,0,0,0,0
66579.1,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
66618.0,0,1,2,255,255,255,255,255,2,2,2,0,0,0,0,0,58,58,58,0,0,0,0,0
66618.1,6,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
66700.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
66700.1,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
66704.0,6,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
66704.1,7,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
66708.0,6,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
66708.1,7,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
66746.0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
66826.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
66829.0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
66829.1,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
66843.0,0,1,2,255,255,255,255,255,2,2,2,0,0,0,0,0,11,11,11,0,0,0,0,0
66847.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
66847.1,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
66847.2,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
66847.3,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
66869.0,1,1,1,1,1,255,255,255,2,2,2,2,2,0,0,0,35,35,35,35,35,0,0,0
66884.0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
66963.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
66979.0,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
66990.0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
66991.0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
67023.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8129,0,0,0,0,0,0,0
67023.1,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8129,0,0,0,0,0,0,0
67024.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8130,0,0,0,0,0,0,0
67025.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8131,0,0,0,0,0,0,0
67027.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8132,0,0,0,0,0,0,0
67029.0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8133,0,0,0,0,0,0,0
67029.1,12,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8134,0,0,0,0,0,0,0
67030.0,6,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8091,0,0,0,0,0,0,0
67031.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8092,0,0,0,0,0,0,0
67032.0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8093,0,0,0,0,0,0,0
67033.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8094,0,0,0,0,0,0,0
67034.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8105,0,0,0,0,0,0,0
67035.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8106,0,0,0,0,0,0,0
67036.0,8,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8107,0,0,0,0,0,0,0
67037.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8108,0,0,0,0,0,0,0
67038.0,7,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8109,0,0,0,0,0,0,0
67039.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8110,0,0,0,0,0,0,0
67040.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8095,0,0,0,0,0,0,0
67041.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8096,0,0,0,0,0,0,0
67042.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8097,0,0,0,0,0,0,0
67043.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8098,0,0,0,0,0,0,0
67044.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8099,0,0,0,0,0,0,0
67045.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8112,0,0,0,0,0,0,0
67046.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8113,0,0,0,0,0,0,0
67047.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8114,0,0,0,0,0,0,0
67048.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8115,0,0,0,0,0,0,0
67049.0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8117,0,0,0,0,0,0,0
67050.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8100,0,0,0,0,0,0,0
67051.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8101,0,0,0,0,0,0,0
67052.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8102,0,0,0,0,0,0,0
67053.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8103,0,0,0,0,0,0,0
67054.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8104,0,0,0,0,0,0,0
67055.0,7,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8118,0,0,0,0,0,0,0
67056.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8120,0,0,0,0,0,0,0
67057.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8121,0,0,0,0,0,0,0
67058.0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8122,0,0,0,0,0,0,0
67059.0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8123,0,0,0,0,0,0,0
67102.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8125,0,0,0,0,0,0,0
67103.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8126,0,0,0,0,0,0,0
67104.0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,8127,0,0,0,0,0,0,0
67114.0,4,5,6,255,255,255,255,255,2,2,2,0,0,0,0,0,58,58,58,0,0,0,0,0
67114.1,7,8,9,255,255,255,255,255,2,2,2,0,0,0,0,0,58,58,58,0,0,0,0,0
67114.2,10,11,12,255,255,255,255,255,2,2,2,0,0,0,0,0,58,58,58,0,0,0,0,0
67114.3,13,14,255,255,255,255,255,255,2,2,0,0,0,0,0,0,58,58,0,0,0,0,0,0
67114.4,15,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
67129.0,0,1,2,255,255,255,255,255,2,2,2,0,0,0,0,0,30,30,30,0,0,0,0,0
67180.0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
67180.1,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
67182.0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
67210.0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
