key,0,1,2,3,4,5,6,7,8,9,10,11
26,2,1,2,0,0,"/dice","","/대화주사위 대화방식 최대치<hex:02100103>주사위를 굴려 무작위로 선택된 숫자를 특정 대화 방식으로 표시합니다.<hex:02100103>>>유효한 대화 방식<hex:02100103>파티(party)<hex:02100103>연합파티(연합, alliance)<hex:02100103>자유부대(부대, freecompany)<hex:02100103>pvp팀(pvpteam)<hex:02100103>링크셸1-링크셸8(링1-링8, linkshell1-linkshell8)<hex:02100103>서초링1-서초링8(cwlinkshell1-cwlinkshell8)<hex:02100103>대화 방식을 생략할 경우, 위의 대화 방식 중 활성화되어 있는 대화 방식으로 표시됩니다.<hex:02100103>※ 매크로로 설정할 때에는 대화 방식을 생략할 수 없습니다.<hex:02100103>※ 귓속말, 말하기, 떠들기, 외치기로는 이 명령어를 사용할 수 없습니다.<hex:02100103><hex:02100103>>>최대치(2-999)<hex:02100103>무작위로 선택할 숫자 범위를 지정합니다. 1부터 최대치 사이에서 숫자가 선택되며, 최대치를 생략하면 0~999 범위에서 숫자가 선택됩니다.<hex:02100103><hex:02100103>용례<hex:02100103>/대화주사위<hex:02100103>　…유효한 대화 방식이 활성화되어 있을 경우, 0부터 999까지의 숫자 중에서 주사위 결과를 표시합니다.<hex:02100103>/대화주사위 16<hex:02100103>　…유효한 대화 방식이 활성화되어 있을 경우, 1부터 16까지의 숫자 중에서 주사위 결과를 표시합니다.<hex:02100103>/대화주사위 서초링1<hex:02100103>　…서버 초월 링크셸 [1]에 0~999 범위의 주사위 결과를 표시합니다.<hex:02100103>/대화주사위 서초링1 16<hex:02100103>　…서버 초월 링크셸 [1]에 1~16 범위의 주사위 결과를 표시합니다.","/대화주사위","",36,1000
28,3,1,2,0,0,"/nameplatedisp","","/이름표시 대상 번호<hex:02100103>플레이어의 이름 표시 설정을 변경합니다.<hex:02100103>>>대상<hex:02100103>모두(all)<hex:02100103>　…모든 플레이어<hex:02100103>자신(self)<hex:02100103>　…자신<hex:02100103>파티(party)<hex:02100103>　…파티원<hex:02100103>연합(alliance)<hex:02100103>　…연합 파티원<hex:02100103>기타(other)<hex:02100103>　…기타 플레이어<hex:02100103>친구(friend)<hex:02100103>　…친구<hex:02100103>피스트(feast)<hex:02100103>　…크리스탈라인 컨플릭트의 적군<hex:02100103><hex:02100103>>>번호(1-4)<hex:02100103>1: 항상 표시<hex:02100103>2: 전투 시 표시<hex:02100103>3: 대상 지정 시 표시<hex:02100103>4: 표시하지 않음<hex:02100103><hex:02100103>용례<hex:02100103>/이름표시 모두 4<hex:02100103>　…'모든 플레이어'의 이름 표시 설정을 '표시하지 않음'으로 설정합니다.","/이름표시","",36,0
29,2,1,20,0,0,"/fashion","","/패션 ""패션 소품 이름""<hex:02100103>지정한 패션 소품을 사용합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/패션 우산<hex:02100103>　…패션 소품 '우산'을 씁니다.<hex:02100103>/패션 ""하늘색 우산""<hex:02100103>　…패션 소품 '하늘색 우산'을 씁니다.","/패션","",36,0
30,1,0,0,0,0,"/fashionguide","","/패션목록<hex:02100103>패션 소품 목록을 엽니다.","/패션목록","",32,0
31,1,0,0,0,0,"/officialsite","/site","/공식홈페이지(/공홈)<hex:02100103>공식 홈페이지 메뉴를 엽니다.","/공식홈페이지","/공홈",32,0
32,1,0,0,0,0,"//setGearset","","//setGearset<hex:02100103>リアルイベント用コマンド。<hex:02100103>アーマリーチェスト内のアイテムをもとに、自動的にバトルジョブのギアセットを生成する。","","",32,0
33,3,2,7,15,0,"/petmirage","","/소환수외형(/에기외형)  ""소환수 이름"" ""외형 이름""<hex:02100103>다음부터 소환하는 소환수의 외형을 변경합니다.<hex:02100103>단, PvP 임무 중에는 적용되지 않습니다.<hex:02100103>>>소환수 이름<hex:02100103>""카벙클""<hex:02100103>""가루다 에기""<hex:02100103>""타이탄 에기""<hex:02100103>""이프리트 에기""<hex:02100103>""요정 에오스""<hex:02100103>>>외형 이름<hex:02100103>""카벙클""<hex:02100103>""카벙클 에메랄드""<hex:02100103>""카벙클 토파즈""<hex:02100103>""카벙클 루비""<hex:02100103>""이프리트 에기""<hex:02100103>""타이탄 에기""<hex:02100103>""가루다 에기""<hex:02100103>""요정 셀레네""<hex:02100103>※ 외형 이름 생략(clear)<hex:02100103>  …소환수의 모습을 원래대로 되돌립니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>  …소환수 외형 설정 상태가 대화창에 표시됩니다.<hex:02100103><hex:02100103>  용례<hex:02100103>/소환수외형 ""가루다 에기"" ""카벙클 루비""<hex:02100103>  …가루다 에기의 외형을 카벙클 루비로 변경합니다./소환수외형 ""가루다 에기""<hex:02100103>  …가루다 에기의 외형을 원래대로 되돌립니다.<hex:02100103>/소환수외형<hex:02100103>  …소환수 외형 설정 상태를 대화창에 표시합니다.","/소환수외형","/에기외형",36,0
34,3,2,7,2,0,"/petsize","","/소환수크기 ""소환수 이름"" 크기<hex:02100103>자신의 화면에 보이는 소환수의 크기를 변경합니다.<hex:02100103>이 설정은 PvP 임무에는 적용되지 않습니다.<hex:02100103>다른 플레이어의 화면에는 반영되지 않습니다.<hex:02100103><hex:02100103>>>소환수 이름<hex:02100103>""데미바하무트""<hex:02100103>""데미피닉스""<hex:02100103>""이프리트 루비""<hex:02100103>""타이탄 토파즈""<hex:02100103>""가루다 에메랄드""<hex:02100103>""솔 바하무트""<hex:02100103>""모두""(all)<hex:02100103><hex:02100103>>>크기<hex:02100103>대(large)<hex:02100103>　…크기를 대형으로 변경합니다.<hex:02100103>중(medium)<hex:02100103>　…크기를 중형으로 변경합니다.<hex:02100103>소(small)<hex:02100103>　…크기를 소형으로 변경합니다.<hex:02100103>※ 크기 생략<hex:02100103>   …""소→중→대"" 순서로 크기를 변경합니다. 소환수 이름을 ""모두""로 지정한 경우, 오류 메시지를 출력합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/소환수크기 ""데미바하무트"" 중<hex:02100103>　…데미바하무트 크기를 중형으로 변경합니다.<hex:02100103>/소환수크기 ""모두"" 소<hex:02100103>　…모든 소환수 크기를 소형으로 변경합니다.","/소환수크기","",36,0
35,3,0,0,0,0,"/ridepillion","","/같이타기(/합승) 대명사 번호<hex:02100103>선택한 파티원의 다인승 탈것에 올라탑니다.<hex:02100103><hex:02100103>>>번호(1-7)<hex:02100103>자신이 탈 자리를 번호로 지정합니다. 지정한 자리에 이미 다른 파티원이 앉아 있다면 비어 있는 자리에 앉습니다. 생략할 경우, 1번 자리에 탑승을 시도합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/같이타기 <2> 1<hex:02100103>　…2번 파티원의 탈것 1번 자리에 앉습니다.","/같이타기","/합승",36,0
36,1,0,0,0,0,"/patchnote","","/업데이트노트<hex:02100103>공식 홈페이지의 업데이트 노트 페이지를 엽니다.<hex:02100103>※ 웹브라우저를 실행합니다.","/업데이트노트","",32,1000
37,1,0,0,0,0,"/portrait","","/초상화<hex:02100103>초상화 편집 메뉴를 엽니다.","/초상화","",32,0
38,1,0,0,0,0,"/adventurerplate","/myplate","/모험가카드(/내카드)<hex:02100103>자신의 모험가 카드를 엽니다.","/모험가카드","/내카드",32,0
39,2,1,2,0,0,"/rclickpc","","/오클플 보조명령어<hex:02100103>캐릭터 설정의 '오른쪽 클릭으로 선택 시 플레이어 제외' 설정을 전환합니다.<hex:02100103>>>보조명령어<hex:02100103>켜기(on)<hex:02100103>　…제외 설정을 켭니다.<hex:02100103>끄기(off)<hex:02100103>　…제외 설정을 끕니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…제외 설정을 끄거나 켭니다.","/오클플","",36,0
40,2,1,2,0,0,"/rclickbattlenpc","","/오클적 보조명령어<hex:02100103>캐릭터 설정의 '오른쪽 클릭으로 선택 시 적/아군 NPC 제외' 설정을 전환합니다.<hex:02100103>>>보조명령어<hex:02100103>켜기(on)<hex:02100103>　…제외 설정을 켭니다.<hex:02100103>끄기(off)<hex:02100103>　…제외 설정을 끕니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…제외 설정을 끄거나 켭니다.","/오클적","",36,0
41,2,1,2,0,0,"/rclickminion","","/오클꼬 보조명령어<hex:02100103>캐릭터 설정의 '오른쪽 클릭으로 선택 시 꼬마 친구 제외' 설정을 전환합니다.<hex:02100103>>>보조명령어<hex:02100103>켜기(on)<hex:02100103>　…제외 설정을 켭니다.<hex:02100103>끄기(off)<hex:02100103>　…제외 설정을 끕니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…제외 설정을 끄거나 켭니다.","/오클꼬","",36,0
42,2,1,21,0,0,"/facewear","","/얼굴소품 ""얼굴 소품 이름""<hex:02100103>지정한 얼굴 소품을 사용합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/얼굴소품 ""타원형 안경""<hex:02100103>　…얼굴 소품 '타원형 안경'을 씁니다.","/얼굴소품","",36,0
43,1,0,0,0,0,"/mutelist","","/대화차단목록<hex:02100103>대화 차단 목록 메뉴를 엽니다.","/대화차단목록","",32,0
44,1,0,0,0,0,"/termfilter","","/단어필터<hex:02100103>단어 필터 메뉴를 엽니다.","/단어필터","",32,0
45,1,0,0,0,0,"/facewearlist","","/얼굴소품목록<hex:02100103>얼굴 소품 메뉴를 엽니다.","/얼굴소품목록","",32,0
46,2,1,2,0,0,"/visualalerts","","/시각적음향 보조명령어<hex:02100103>시스템 설정 '시각적 음향 표현'을 설정합니다.<hex:02100103>※ Windows/Mac 버전에서만 유효합니다.<hex:02100103>>>보조명령어<hex:02100103>켜기 (on)<hex:02100103>　…시각적 표현을 켭니다.<hex:02100103>끄기 (off)<hex:02100103>　…시각적 표현을 끕니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…기능 켜기/끄기를 전환합니다.","/시각적음향","",509,0
47,2,1,2,0,0,"/colorfiltering","","/색각보정 보조명령어<hex:02100103>시스템 설정 '색각 보정 활성화 / 비활성화'를 설정합니다.<hex:02100103>※ Windows/Mac 버전에서만 유효합니다.<hex:02100103>>>보조명령어<hex:02100103>켜기 (on)<hex:02100103>　…색각 보정을 킵니다.<hex:02100103>끄기 (off)<hex:02100103>　…색각 보정을 끕니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…기능 켜기/끄기를 전환합니다.","/색각보정","",509,0
48,2,1,2,0,0,"/autotargetpriority","","/대상자동선택 보조명령어<hex:02100103>사용자 인터페이스 설정의 '적대 기술 실행 시 대상 자동 선택'을 설정합니다.<hex:02100103>>>보조명령어<hex:02100103>켜기 (on)<hex:02100103>　…대상 자동 선택을 켭니다.<hex:02100103>끄기 (off)<hex:02100103>　…대상 자동 선택을 끕니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…기능 켜기/끄기를 전환합니다.","/대상자동선택","",36,0
49,2,1,2,0,0,"/vieraears","/vears","/비에라귀 보조명령어<hex:02100103>비에라의 귀 표시 설정을 변경합니다.<hex:02100103>※ 귀 표시에 대응하는 장비에 반영됩니다.<hex:02100103>>>보조명령어<hex:02100103>켜기(on)<hex:02100103>　…귀가 표시됩니다.<hex:02100103>끄기(off)<hex:02100103>　…귀가 표시되지 않습니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…귀 표시 설정을 끄거나 켭니다.","/비에라귀","",36,0
91,1,0,0,0,0,"/pvpteam","/pt","/대인팀(/팀) 내용<hex:02100103>같은 PvP팀 소속 플레이어에게 거리, 지역에 상관없이 내용을 보냅니다.<hex:02100103>'/대인팀(/팀)'만 입력하면 기본 대화 방식을 PvP팀으로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/대인팀 안녕하세요.<hex:02100103>　…PvP팀 팀원들에게 '안녕하세요.'라고 보냅니다.<hex:02100103>/대인팀<hex:02100103>　…기본 대화 방식을 PvP팀으로 변경합니다.","/대인팀","/팀",1021,0
92,1,0,0,0,0,"/cwlinkshell","/cwl","/서초링(/서) 내용<hex:02100103>현재 활성화된 서버 초월 링크셸에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링(/서)만 입력한 경우에는 기본 대화 방식을 활성화된 서버 초월 링크셸로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링 안녕하세요.<hex:02100103>　…현재 활성화된 서버 초월 링크셸에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링<hex:02100103>　…기본 대화 방식을 활성화된 서버 초월 링크셸로 변경합니다.","/서초링","/서",1021,0
101,1,0,0,0,0,"/beginner","/b","/초보(/초) 내용<hex:02100103>초보자 채널에 말합니다.<hex:02100103>/초보(/초)만 입력하면 기본 대화 방식을 초보자 채널로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/초보(/초) 안녕하세요.<hex:02100103>초보자 채널에 '안녕하세요.'라고 말합니다.","/초보","/초",1021,0
102,1,0,0,0,0,"/say","/s","/말(/ㄴ) 내용<hex:02100103>자신 주변의 좁은 범위에 있는 사람들에게 보이도록 말합니다. <hex:02100103>/말(/ㄴ)만 입력한 경우에는 기본 대화 방식을 말하기로 변경합니다.","/말","/ㄴ",1023,0
103,1,0,0,0,0,"/shout","/sh","/외(/ㅇ) 내용<hex:02100103>현재 자신이 있는 지역 내의 모든 플레이어에게 보이도록 크게 외칩니다.","/외","/ㅇ",1021,0
104,3,0,0,0,0,"/tell","/t","/귓(/ㅅ) ""플레이어 이름@서버 이름"" 내용<hex:02100103>같은 서버에 있는 특정 플레이어에게 내용을 보냅니다.<hex:02100103>다른 서버에 있는 플레이어에게 귓속말을 하려면 친구이거나 모집 중인 파티의 파티장이어야 합니다.<hex:02100103>/귓(/ㅅ) ""플레이어 이름@서버 이름""만 입력하면, 기본 대화 방식이 상대 플레이어에게 귓속말을 보내는 형식으로 변경됩니다.<hex:02100103><hex:02100103>용례<hex:02100103>/귓 빛의영자@카벙클 안녕하세요.<hex:02100103>　…카벙클 서버에 있는 빛의영자에게 '안녕하세요.'라고 보냅니다.","/귓","/ㅅ",1021,0
105,1,0,0,0,0,"/party","/p","/파(/ㅔ) 내용<hex:02100103>같은 파티원 모두에게 보이도록 말합니다.<hex:02100103>/파(/ㅔ)만 입력한 경우에는 기본 대화 방식을 파티로 변경합니다.","/파","/ㅔ",1021,0
106,1,0,0,0,0,"/linkshell","/l","/링(/ㅣ) 내용<hex:02100103>현재 활성화되어 있는 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.<hex:02100103>/링(/ㅣ)만 입력한 경우에는 기본 대화 방식을 현재 링크셸 대화로 변경합니다.","/링","/ㅣ",1021,0
107,1,0,0,0,0,"/linkshell1","/l1","/링1(/ㅣ1) 내용<hex:02100103>1번 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.","/링1","/ㅣ1",1021,0
108,1,0,0,0,0,"/linkshell2","/l2","/링2(/ㅣ2) 내용<hex:02100103>2번 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.","/링2","/ㅣ2",1021,0
109,1,0,0,0,0,"/linkshell3","/l3","/링3(/ㅣ3) 내용<hex:02100103>3번 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.","/링3","/ㅣ3",1021,0
110,1,0,0,0,0,"/linkshell4","/l4","/링4(/ㅣ4) 내용<hex:02100103>4번 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.","/링4","/ㅣ4",1021,0
111,1,0,0,0,0,"/linkshell5","/l5","/링5(/ㅣ5) 내용<hex:02100103>5번 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.","/링5","/ㅣ5",1021,0
112,1,0,0,0,0,"/linkshell6","/l6","/링6(/ㅣ6) 내용<hex:02100103>6번 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.","/링6","/ㅣ6",1021,0
113,1,0,0,0,0,"/linkshell7","/l7","/링7(/ㅣ7) 내용<hex:02100103>7번 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.","/링7","/ㅣ7",1021,0
114,1,0,0,0,0,"/linkshell8","/l8","/링8(/ㅣ8) 내용<hex:02100103>8번 링크셸에 소속된 플레이어 모두에게 보이도록 말합니다.","/링8","/ㅣ8",1021,0
115,1,0,0,0,0,"/freecompany","/fc","/자(/ㅈ) 내용<hex:02100103>자신이 소속된 자유부대 부대원 전체에게 보이도록 말합니다.<hex:02100103>/자(/ㅈ)만 입력한 경우에는 기본 대화 방식을 자유부대로 변경합니다.","/자","/ㅈ",1021,0
