key,0,1,2,3,4,5
32,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:022813FF0E>CompanyAction<hex:E8020103><hex:020D23FF17022813FF0E436F6D70616E79416374696F6EE8020103FF04EBA5BCFF04EC9D8403> 포기했습니다.",4,0,1,4,9
33,"부대 약칭이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020E29FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA19CFF07EC9CBCEBA19C03> 변경되었습니다.",0,3,0,3,4
34,"부대명이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020E29FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA19CFF07EC9CBCEBA19C03> 변경되었습니다.",0,2,0,3,4
35,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:02280FFF0A>PlaceName<hex:E8020103> <hex:022003E80303>구 <hex:022003E80403>번지에 있는 주택의 이름을 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020E29FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA19CFF07EC9CBCEBA19C03> 변경했습니다.",4,9,0,5,11
36,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 인사말을 변경했습니다.",4,8,0,5,11
37,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:02280FFF0A>PlaceName<hex:E8020103> <hex:022003E80303>구 <hex:022003E80403>번지의 토지를 구매했습니다.",4,7,0,5,11
38,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:02280FFF0A>PlaceName<hex:E8020103> <hex:022003E80303>구 <hex:022003E80403>번지의 토지를 포기했습니다.",4,7,0,5,11
39,"<hex:02280FFF0A>PlaceName<hex:E8020103> <hex:022003E80303>구 <hex:022003E80403>번지의 토지가 자동으로 포기되었습니다.",0,7,0,5,11
40,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:02280FFF0A>PlaceName<hex:E8020103> <hex:022003E80303>구 <hex:022003E80403>번지에 <hex:022813FF0E>HousingPreset<hex:E8050103><hex:020D23FF17022813FF0E486F7573696E67507265736574E8050103FF04EBA5BCFF04EC9D8403> 건축했습니다.",4,7,1,5,11
41,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020D26FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA5BCFF04EC9D8403> 철거했습니다.",4,8,0,5,11
42,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 외장을 변경했습니다.",4,8,0,5,11
43,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 내장을 변경했습니다.",4,8,0,5,11
44,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 소품 배치를 변경했습니다.",4,8,0,5,11
45,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 조경물 배치를 변경했습니다.",4,8,0,5,11
46,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 방명록 메시지를 삭제했습니다.",4,8,0,5,11
47,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 가입 신청을 보냈습니다.",4,0,0,2,12
48,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 보낸 가입 신청이 취소되었습니다.",4,0,0,2,12
49,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님의 캐릭터가 삭제되었습니다.",4,0,0,2,12
50,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 보낸 가입 신청을 거절했습니다.",4,0,0,2,12
51,"가입 신청 한도에 도달하여 신청을 받을 수 없습니다.",0,0,0,2,12
52,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>에 <hex:02280AFF05>Item<hex:E8020103><hex:020D1AFF0E02280AFF054974656DE8020103FF04EBA5BCFF04EC9D8403> 심었습니다.",4,10,1,6,13
53,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 작물에 <hex:02280AFF05>Item<hex:E8020103><hex:020D1AFF0E02280AFF054974656DE8020103FF04EBA5BCFF04EC9D8403> 주었습니다.",4,10,1,6,13
54,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 작물을 돌봐주었습니다.",4,10,0,6,13
55,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 작물에서 <hex:02280AFF05>Item<hex:E8030103><hex:020D1AFF0E02280AFF054974656DE8030103FF04EBA5BCFF04EC9D8403> <hex:022003E80203>개 수확했습니다.",4,11,1,6,13
56,"또한 교잡에 성공하여 <hex:02280AFF05>Item<hex:E8030103><hex:020D1AFF0E02280AFF054974656DE8030103FF04EBA5BCFF04EC9D8403> <hex:022003E80203>개 획득했습니다.",0,11,1,6,13
57,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 장기간 접속하지 않아 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020D26FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EAB080FF04EC9DB403> 양도되었습니다.",4,5,0,2,3
58,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 작물을 처분했습니다.",4,10,0,6,13
59,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 개인실 <hex:022003E80203>호실을 증축했습니다.",4,0,1,5,11
60,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 개인실 <hex:022003E80203>호실을 철거했습니다.",4,0,1,5,11
61,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 축사를 청소했습니다.",4,0,0,7,11
62,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020D26FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA5BCFF04EC9D8403> 훈련했습니다.",4,12,0,7,11
63,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 에테르석 충전대 <hex:022003E80203>번 홈에 <hex:02280AFF05>Item<hex:E8030103><hex:020D1AFF0E02280AFF054974656DE8030103FF04EBA5BCFF04EC9D8403> 설치했습니다.",16,14,1,5,11
64,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 에테르석 충전대 <hex:022003E80203>번 홈에서 <hex:02280AFF05>Item<hex:E8030103><hex:020D1AFF0E02280AFF054974656DE8030103FF04EBA5BCFF04EC9D8403> 제거했습니다.",16,14,1,5,11
65,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 에테르석 충전대 <hex:022003E80203>번 홈에서 <hex:02280AFF05>Item<hex:E8030103><hex:020D1AFF0E02280AFF054974656DE8030103FF04EBA5BCFF04EC9D8403> 획득했습니다.",16,14,1,5,11
66,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:02280AFF05>Item<hex:E8020103><hex:020D1AFF0E02280AFF054974656DE8020103FF04EBA5BCFF04EC9D8403> 변환하여 <hex:022813FF0E>CompanyAction<hex:E8030103><hex:020D23FF17022813FF0E436F6D70616E79416374696F6EE8030103FF04EBA5BCFF04EC9D8403> 예약했습니다.",16,14,1,4,9
67,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 지하공방을 증축했습니다.",16,0,0,8,15
68,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 지하공방을 철거했습니다.",16,0,0,8,15
69,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 부대 제작설비로 <hex:02280AFF05>Item<hex:E8020103> 제작을 시작했습니다.",16,14,0,8,15
70,"<hex:02280AFF05>Item<hex:E8020103>의 작업 공정 진행에 필요한 재료가 모두 납품되었습니다.",0,14,0,8,15
71,"<hex:02280AFF05>Item<hex:E8020103>의 <hex:0209F0FAE803FF28>작업 공정이 진행되었습니다.<hex:FF68>작업 공정이 성공적으로 진행되어 제작설비 상태가 '양호'로 변경되었습니다.<hex:FF65>작업 공정이 완벽하게 진행되어 제작설비 상태가 '우수'로 변경되었습니다.<hex:03>",0,14,1,8,15
72,"<hex:02097DE803FF1E>작업 공정이 진행되어<hex:FF2E>작업 공정이 성공적으로 진행되어<hex:FF2B>작업 공정이 완벽하게 진행되어<hex:03> <hex:02280AFF05>Item<hex:E8020103><hex:020D1AFF0E02280AFF054974656DE8020103FF04EAB080FF04EC9DB403> 완성되었습니다.",0,14,1,8,15
73,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 부대 제작설비에서 <hex:02280AFF05>Item<hex:E8020103><hex:020D1AFF0E02280AFF054974656DE8020103FF04EBA5BCFF04EC9D8403> 회수했습니다.",16,14,0,8,15
74,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 부대 제작설비에서 제작을 중단했습니다.",16,0,0,8,15
75,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:022817FF12>CompanyCraftDraft<hex:E8020103><hex:020D27FF1B022817FF12436F6D70616E7943726166744472616674E8020103FF04EBA5BCFF04EC9D8403> 제작했습니다.",16,0,1,8,15
76,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:022003E80203>호 비공정 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020D26FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA5BCFF04EC9D8403> 등록했습니다.",16,15,1,9,14
77,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:022003E80203>호 비공정의 이름을 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020E29FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA19CFF07EC9CBCEBA19C03> 변경했습니다.",16,15,1,9,14
78,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:022003E80203>호 비공정 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020D26FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA5BCFF04EC9D8403> 해체했습니다.",16,15,1,9,14
79,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 비공정 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020E29FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA19CFF07EC9CBCEBA19C03> 탐사를 보냈습니다.",16,15,0,9,14
80,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 비공정 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 탐사를 중단했습니다.",16,15,0,9,14
81,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 비공정 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 탐사 결과를 확인했습니다.",16,15,0,9,14
82,"비공정 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 랭크가 <hex:022003E80203><hex:020D13FF07022003E80203FF04EAB080FF04EC9DB403> 되었습니다.",16,15,1,9,14
83,"비공정 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 탐사에 힘입어 <hex:022003E80203>번째 비공정을 등록할 수 있게 되었습니다.",16,15,1,9,14
84,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 부대 명성을 <hex:022206E802FF022C03> 소비하여 <hex:02280AFF05>Item<hex:E8030103><hex:020D1AFF0E02280AFF054974656DE8030103FF04EBA5BCFF04EC9D8403> <hex:022003E80403>개 얻었습니다.",16,22,1,1,0
85,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:02280AFF05>Item<hex:E8020103>의 재료 <hex:02280AFF05>Item<hex:E8030103><hex:020D1AFF0E02280AFF054974656DE8030103FF04EBA5BCFF04EC9D8403> 필요한 양의 60% 이상(<hex:022003E80403>회) 납품했습니다.",16,22,1,8,15
86,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 '디아뎀 제도(어려움)'로 가는 항로를 발견했습니다!",16,0,0,9,14
87,"장기간 이용되지 않아 <hex:022811FF0A>PlaceName<hex:E802FF01><hex:0103> <hex:022003E80303>구 <hex:022003E80403>번지의 토지가 철거되었습니다. 일부 자산은 거주구 담당관이 보관하고 있습니다.",0,7,0,5,11
88,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 주택에 입실하여 자동 철거 준비가 취소되었습니다.",16,0,0,5,11
89,"자산 회수 기한이 만료되어 <hex:022811FF0A>PlaceName<hex:E802FF01><hex:0103> <hex:022003E80303>구 <hex:022003E80403>번지의 토지에서 회수된 자산이 소멸하였습니다.",0,7,0,5,11
90,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 화분에 <hex:02280AFF05>Item<hex:E8020103><hex:020D1AFF0E02280AFF054974656DE8020103FF04EBA5BCFF04EC9D8403> 심었습니다.",16,14,0,6,13
91,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 화분의 작물을 돌봐주었습니다.",16,0,0,6,13
92,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 화분의 작물에서 <hex:02280AFF05>Item<hex:E8030103><hex:020D1AFF0E02280AFF054974656DE8030103FF04EBA5BCFF04EC9D8403> <hex:022003E80203>개 수확했습니다.",16,14,1,6,13
93,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 화분의 작물을 처분했습니다.",16,0,0,6,13
94,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:02280FFF0A>PlaceName<hex:E8020103> <hex:022003E80303>구 <hex:022003E80403>번지로 이사했습니다.",4,7,0,5,11
95,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:022003E80203>호 잠수함 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020D26FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA5BCFF04EC9D8403> 등록했습니다.",16,15,1,9,14
96,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:022003E80203>호 잠수함의 이름을 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020E29FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA19CFF07EC9CBCEBA19C03> 변경했습니다.",16,15,1,9,14
97,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:022003E80203>호 잠수함 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020D26FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA5BCFF04EC9D8403> 해체했습니다.",16,15,1,9,14
98,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 잠수함 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:020E29FF1A020816E909FF1002280CFF074F626A537472E9090103EB0403FF04EBA19CFF07EC9CBCEBA19C03> 탐사를 보냈습니다.",16,15,0,9,14
99,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 잠수함 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 탐사를 중단했습니다.",16,15,0,9,14
100,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 잠수함 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 탐사 결과를 확인했습니다.",16,15,0,9,14
101,"잠수함 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 랭크가 <hex:022003E80203><hex:020D13FF07022003E80203FF04EAB080FF04EC9DB403> 되었습니다.",16,15,1,9,14
102,"잠수함 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 탐사에 힘입어 <hex:022003E80203>번째 비공정을 등록할 수 있게 되었습니다.",16,15,1,9,14
103,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403> 님의 메시지를 삭제했습니다.",16,23,0,5,11
104,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 방명록 설정을 변경했습니다.",16,0,0,5,11
105,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 주택 활동 목적을 설정했습니다.",16,0,0,5,11
106,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303> 님이 <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>의 내장 스타일을 변경했습니다.",16,15,0,5,11
107,"",0,0,0,0,0
