key,0,1,2
32,"Summon forth your fearless warlion to rule over the battlefield, such is his station as king of the beasts.","Early in the Sixth Astral Era, lions were brought over from the Near East and trained to serve as battle mounts for the Sultansworn of Ul'dah. Deemed unbreakable, those not sold to the Coliseum for venationes were released into the deserts of Thanalan where they eventually reverted back to a feral state.","I, too, see the friends<hex:02100103>I lost in the lions and<hex:02100103>spinners...<hex:02100103>  - Gregory"
33,"Summon forth your fearless warbear, veteran of a thousand battles, to fill your enemies with dread.","In generations past, warriors seeking fame and glory would journey out into the untamed wilds of Abalathia's Spine in search of the giant grizzled bears that roamed the mountains, and would wrestle the beasts into submission, riding their prizes back to civilization. That is, or die trying.","How do you like my<hex:02100103>pets? Not too playful<hex:02100103>for you, I hope?<hex:02100103>  - Beast Trainer"
34,"Summon forth your draught chocobo, a massive bird large and strong enough to bear two riders.","This heretofore unseen breed of chocobo was said to have been discovered by chocobo hunters searching for the legendary Chocobo Forest. Its enormous size would make it a fine pack chocobo, but its foul temper prevents it from completing even the simplest of tasks without the injury of some poor rider.","The thing was thrice my<hex:02100103>size and had already<hex:02100103>maimed several keeps.<hex:02100103>  - Battlewarden Ribald"
35,"Summon forth your deadly direwolf, one of five pups found huddling together in the snow near the corpse of their slain mother.","Mass cullings of the beasts during the Sixth Astral Era prompted naturalists to deem the species extinct. However, this claim was proved false when Ixali scouts discovered a lone pack roaming the sparsely inhabited mountains of Xelphatol.","I lost two good men<hex:02100103>to these wolves.<hex:02100103>  - Corentiaux the Colder"
36,"Summon forth your Maelstrom-issued warhorse and try to push from your mind the fact that your chocobo is sitting somewhere hungry and alone.","After witnessing dazzling demonstrations of how a warsteed might turn the tide of battle, the Grand Companies of Eorzea emptied their coffers at the feet of the Far Eastern uma bugyo, each seeking to put themselves at an advantage during Frontline campaigns.","Hoof to neigh, Eorzea<hex:02100103>knows not the horse for<hex:02100103>one reason: the horsebird.<hex:02100103>  - Uma Bugyo"
37,"Summon forth your Order of the Twin Adder-issued warhorse and try to push from your mind the fact that your chocobo is sitting somewhere hungry and alone.","After witnessing dazzling demonstrations of how a warsteed might turn the tide of battle, the Grand Companies of Eorzea emptied their coffers at the feet of the Far Eastern uma bugyo, each seeking to put themselves at an advantage during Frontline campaigns.","Hoof to neigh, Eorzea<hex:02100103>knows not the horse for<hex:02100103>one reason: the horsebird.<hex:02100103>  - Uma Bugyo"
38,"Summon forth your Immortal Flames-issued warhorse and try to push from your mind the fact that your chocobo is sitting somewhere hungry and alone.","After witnessing dazzling demonstrations of how a warsteed might turn the tide of battle, the Grand Companies of Eorzea emptied their coffers at the feet of the Far Eastern uma bugyo, each seeking to put themselves at an advantage during Frontline campaigns.","Hoof to neigh, Eorzea<hex:02100103>knows not the horse for<hex:02100103>one reason: the horsebird.<hex:02100103>  - Uma Bugyo"
39,"","",""
40,"Summon forth Markab, the legendary steed favored of the primal Ramuh. It is said to have been born of a single thunderbolt.","Legend states that the Lord of Levin, Ramuh, drew forth this magicked steed from a nightmare offered by the sylphs in sacrifice.","Nay is but a hoofbeat<hex:02100103>away from neigh!<hex:02100103>  - Uma Bugyo"
41,"Summon forth your ceremony chocobo, large enough to bear both you and your special someone.","Raised by Ishgard's master breeders for beauty and purity of stock, its snow white feathers are natural and, though fully developed, as soft as down. Temperament-wise, the bird is remarkably docile and one of few breeds who will allow dual riders upon its back.","Don't stand on ceremony,<hex:02100103>tick-tock, tick-tock!<hex:02100103>  - Helmhart"
42,"Summon forth Sleipnir─undying steed of the elder primal Odin. His coat is as dark as void, while his eyes glow a sanguine red.","Blessed by the elder primal himself, Sleipnir will forever remain loyal to those who have proven themselves worthy. In addition to being fearless in battle, the dark steed is also able to manipulate his corporeal form to accommodate any rider, large or small.","If it hadn't been<hex:02100103>for that horse...<hex:02100103>   - Erik"
43,"Summon forth Boreas, the legendary steed favored of the primal Shiva. His breath is said to beget the winter's storms.","Legend states that the Lady of Frost, Shiva, birthed this magicked steed from a unicorn offered by her followers in sacrifice.","Nay is but a hoofbeat<hex:02100103>away from neigh!<hex:02100103>  - Uma Bugyo"
44,"Summon forth your parade chocobo who, by the looks of him, has not marched in many parades.","Originally purchased by the Adventurers' Guild for use in festival parades, this portly steed quickly wore out his welcome by devouring a moon's worth of fodder in a single turn of the sun. Unable to pay the price of upkeep, the guild passed the reins to someone more “commendable.”"," I'll be at the parade with<hex:02100103>whomever else I can drag along.<hex:02100103>  - Botulf"
45,"Summon de forth your black de chocobo. ","A purebred Ishgardian black chocobo, trained from birth by House Fortemps knight, Ser Haurchefant, and presented to you in a gesture of true friendship. The bird is slightly more muscular than you expected and exhibits the strange habit of squatting when left to itself.","Black chocobos are all well and<hex:02100103>good, but the true reward is the<hex:02100103>exoneration of your comrades.<hex:02100103>   - Haurchefant"
46,"Summon forth your adamantoise mount. He(?) is actually quite faster than he appears.","Native to the Near Eastern island of Thavnair, adamantoises were long thought to be impossible to domesticate. However, through the efforts of both Ul'dahn naturalists and thaumaturges, a handful have been successfully trained not only to accept riders, but also wield ancient magicks which allow the colossal scalekin to fly.","M-Me? Perfectly fine!<hex:02100103>S-Solid as an adamantoise!<hex:02100103>  - Cocobezi"
47,"Summon forth Kirin, Far Eastern king of the beasts.","Ask any man in Othard who rules the realm of beasts, and you will receive the same answer─Kirin. It is believed that the lionlike creature has walked the eastern lands for over a thousand years and will only answer the call of a hero it has deemed worthy.","Even folk in the Far East<hex:02100103>'eard that tale, I reckon.<hex:02100103>  - Trachraet"
48,"Call into battle your Allagan logistics system. For your safety and the safety of those around you, all weaponry has been disabled.","One of the automated system drones deployed by the Allagans to maintain and protect their strongholds. After being unearthed by the Sons of Saint Coinach, the mechanical sphere was modified by Nero tol Scaeva into a personal transportation device.","Her report also mentions a<hex:02100103>violent encounter with a<hex:02100103>sentry heavily augmented<hex:02100103>by Allagan technology...<hex:02100103>  - Rammbroes"
49,"Summon forth a purebred Abalathian hoarhound named after its pack's legendary leader.","Following the rise of Ishgard, hoarhounds all but disappeared from the Coerthas highlands. However, the shift in climate caused by the Calamity has seen the legendary beasts descend from their mountain dens once more.","A good hound keeps<hex:02100103>his maw shut.<hex:02100103>   - Latata"
50,"Summon forth Midgardsormr, the slightly bigger one, but still not <hex:021A020203>the<hex:021A020103> big one.","Only after proving your bravery in the face of countless perils has the Father of Dragons found you to be a worthy heir to the Light, and granted you a place upon his back.","Correct me if I'm wrong, but<hex:02100103>if Midgardsormr had roared,<hex:02100103>wouldn't we have heard it?<hex:02100103>   - Moenbryda"
51,"","",""
52,"Summon forth your amber draught chocobo, a rare breed large and strong enough to bear two riders.","To Ishgardians, red represents true love and loyalty. To this wild chocobo from the Dravanian forelands, it meant capture at the hands of hunters who easily found a red chocobo sticking out like a sore thumb in the midst of all his yellow brethren.","What about my forty<hex:02100103>acres and a chocobo?<hex:02100103>   - Imme"
53,"Summon forth your sanuwa, specially bred and trained for riding by Gundu merchant Luna Vanu.","Countless turns of the sun did Luna Vanu train this wild sanuwa to obey the orders of man, and for many moons did he wait for one he deemed worthy of taking up this noble cloudkin's reins. Wait, he did, until you arrived.","Wild sanuwa fierce<hex:02100103>as monsoon rains.<hex:02100103>   - Gunu Vanu"
54,"Summon forth your griffin─half eagle, half lion, all business.","Fantastical winged beasts native to the unscalable peaks of Abalathia's Spine, griffins actually have a long history of serving as mounts. Indeed, before the city–state's fall, the Ala Mhigan army maintained a regiment of griffin–back soldiers who would harry opposing forces.","“Spread your wings and soar”<hex:02100103>   - Highwind Skyways Slogan"
55,"Call into battle your manacutter, a single-rider airship constructed at the Garlond Ironworks.","Supervised (in spirit) by the ever-absent Cid, Biggs and Wedge (with a little bending over by Biggs) put their heads together to create this flight-ready miniature airship, powered by the realm's first corrupted crystal engine.","There are more of these<hex:02100103>“manacutters” to be had,<hex:02100103>yes?<hex:02100103>   - Aymeric"
56,"Summon forth your war panther─a silent killer trained to maim anyone and everything...excepting you, of course.","While more difficult to train than their cousins the coeurls, panthers bring their riders much more advantage on the field due to the beasts' inherent affinity to various magic. It is also believed that many dark knight battle techniques were conceived by watching panthers hunt.","I have seen you<hex:02100103>move like a shadow.<hex:02100103>   - Daimbert"
57,"","",""
58,"Call into battle your gobwalker, a steam-powered war vehicle designed by the infamous Illuminati.","Originally designed to be a less-fickle replacement for pack raptors, the gobwalker was quickly reoutfitted into a tool of war after it took twenty goblins to chase down and topple a walker that had gone out of control and destroyed an entire workshop.","Ye would have more luck<hex:02100103>findin'...well, a gobmachine<hex:02100103>bangplate on a tree!<hex:02100103>   - Papana"
59,"Summon forth Twintania, an ancient wyvern who secretly dreams of freedom...and devouring you.","Bound to eternal thralldom via an Allagan neurolink, this ancient wyvern from the southern continent of Meracydia will remain a loyal servant as long as you possess its identification key.","There are wyverns.<hex:02100103>Wyverns everywhere.<hex:02100103>   - Vath Drone"
60,"","",""
61,"","",""
62,"Summon forth your witch's broom. Here is to hoping it refrains from “flipping you over, flip flip” while flying.","Once an ordinary household cleaning tool, relegated to such menial tasks as sweeping and...sweeping, this broom's life changed upon being enchanted by the ogre pumpkinhead. Now the skies are its dusty floors.","Are you going to introduce<hex:02100103>yourself to that broom or not?<hex:02100103>   - Matoya"
63,"","",""
64,"","",""
65,"","",""
66,"","",""
67,"Summon forth a pegasus─winged white horse of legend.","While rumors of a winged horse have graced ancient tomes for centuries, until recently, very little in the way of proof of their existence remained save the random feather or horseshoe housed in some remote monastery's reliquary.","Sprout wings, I will!<hex:02100103>   - You"
68,"Call into battle the White Devil─Livia sas Junius's custom-made battle armor, now <hex:021A020203>your<hex:021A020103> custom-made battle armor.","This masterpiece of imperial ingenuity is the selfsame suit of warmachina operated by XIVth Legion tribunus Livia sas Junius in the Garlean Empire's subjugation of Othard's southern reaches.","Ever the pessimist,<hex:02100103>my dear Livia.<hex:02100103>   - Nero tol Scaeva"
69,"Call into battle the Red Baron─Nero tol Scaeva's custom-made battle armor, now <hex:021A020203>your<hex:021A020103> custom-made battle armor.","Constantly modified and improved by Nero himself, this warmachina of Garlean construct barely resembles the suit issued to tol Scaeva on the day of his promotion to tribunus.","That mechanical monstrosity represented<hex:02100103>a feat of engineering far beyond aught<hex:02100103>Garlemald can presently achieve.<hex:02100103>   - Cid"
70,"Summon forth your wyvern, master of the skies and forever-loyal servant.","Fifty score years ago, this wyvern made a pact with a knight to aid in vanquishing evil from the skies. Even now, long after the knight's passing, the wyvern has kept that promise, ever circling the heavens─ignoring the calls of his brethren to take up arms against mankind.","A wyvern... I'd only ever<hex:02100103>heard stories about them.<hex:02100103>   - Saintrelmaux"
71,"Call into battle the SDS Fenrir, a lore-bending battlebike that looks as if it was driven straight from an age unknown.","Manufactured for use by the now-defunct Strife Delivery Service, this two-wheeled monstrosity's ceruleum engine howls like the silver wolf of legend as it propels its rider across desert and plain.","Misfortune is no excuse<hex:02100103>for failing a delivery!<hex:02100103>   - Hildeyerd"
72,"Summon forth your kongamato, raised with care by the Vath stickpeddler.","After hatching from an egg laid near the riverbanks, the kongamato larva spends its early life as a water-dwelling insect. Its maturity is signified by metamorphosis, during which its wings sprout forth and it takes to the skies.","Kongamato can be fickle─yes,<hex:02100103>very fickle─but they always<hex:02100103>return home to us.<hex:02100103>    - Vath Kintamer"
73,"Summon forth your zu. Its weighty wings have carried it from the Near East.","This massive bird hunts by grasping its prey within its saw-like beak, and finishes it off with a few violent shakes of its long neck before swallowing the now-dead quarry whole.","Could you imagine how noisy<hex:02100103>it'd be with even more<hex:02100103>anzu flying around, kupo?<hex:02100103>    - Mogoon"
74,"Summon forth the mythical bennu. Very few have had the privilege of viewing this bird up close.","This bird was reborn after drinking deep of the aether that flowed forth from the immortal Phoenix, who appeared in the skies of Carteneau during the Calamity. Named after a legendary bird, bennu means “a shining object, rising in brilliance.”","'Twixt this world and the next<hex:02100103>do the aetherial currents swirl,<hex:02100103>bearing the very essence of life.<hex:02100103>    - Urianger"
75,"Summon forth the white lanner. Favored of the primal Bismarck, he soars the skies unchallenged.","These birds are clad in roiling clouds, and noble Vanu Vanu warriors would sit astride them as part of Bismarck's retinue. The grace with which they glide through the skies evokes the image of a flower petal being carried by gentle western winds.","From what we have observed,<hex:02100103>Bismarck is a creature of pure<hex:02100103>instinct, driven primarily by hunger.<hex:02100103>    - Cid"
76,"Summon forth the rose lanner. Favored of the primal Ravana, his wings pierce the night sky like a blade of moonlight.","The ferocity of these birds is enough to give pause to the bravest warrior, and their keen talons cut through flesh as cleanly the Chandrahas themselves. Any who endeavor to mount the rose lanner must possess the savagery that defines the Wrath of the Colony.","Master of the Sacred Blades!<hex:02100103>Wrath of the Colony! Conqueror<hex:02100103>of the World! Hear our prayer!<hex:02100103>    - Gnath Priest"
77,"Summon forth the round lanner. Favored of the primal King Thordan, he serves his master's knights dutifully.","These birds are possessed of dignity equal to the noble personages whom they serve. Ancient Ishgardian knights often indulged themselves in falconry, and lanners were revered for their abilities, their lyncean eyes being well suited for sighting prey on the ground.","For the glory of King Thordan...<hex:02100103>    - Zephirin"
78,"Summon forth the warring lanner. Favored of the primal Sephirot, it carries the seeds of the World Tree.","These birds are enveloped in an aura radiating a majesty that belies the savage nature of their master. According to the ancient legends of a treelike people native to Meracydia, the lanners bore the seeds of the World Tree across the seas, planting the verdant forests that dot the realm today.","The trunk of the World Tree, or<hex:02100103>the Bole, offers protection to the<hex:02100103>weak, defending them from harm.<hex:02100103>    - Mace"
79,"","",""
80,"Summon forth the Gloria-class airship. This single-occupancy airship is a singular feat of engineering.","Taking inspiration from the half-remembered dream of his grandfather Tatanora, Tataramu used his encyclopedic knowledge to design a small-scale version of a rotary-winged airship. Its name derives from an airship that appears in an obscure novel of unknown origins.","No, it must be one made to<hex:02100103>extremely exacting specifications.<hex:02100103>    - Tataramu"
81,"Summon forth the flying cumulus. It is unclear whether its previous owner was a boy with a tail or simply a monkey.","There is but one man in all of Hydaelyn who can create such a mystical masterpiece, and it is said he resides upon a misty peak hidden within the mountain ranges of Doma. Crafted by stitching together dozens of smaller clouds, the cumulus allows a single rider to explore the skies...but only if she has an inherent affinity for magicks.","Mental note: pick no<hex:02100103>quarrel with Domans.<hex:02100103>    - Thancred"
82,"Summon forth the original fat chocobo. Of course, being the original, it can eat much more than its peers.","Maybe not larger, but definitely more in charge, this most gluttonous of gluttons inspired the others to great weights. Although most modern chocobos have yellow plumage, historic tomes portray birds covered in feathers whiter than the whitest snowfall─ All the better to see the stains of its many meals.","Heave...heave...huff...huff... <hex:02100103>   - Original Fat Chocobo"
83,"Summon forth Astrope. A fully grown pegasus large enough to bear you and a companion across gentle skies.","The emergent studies of winged horses had to be rewritten with a single sighting of Astrope, confirming that adult pegasi are not only enormous in size, but also possessed of a horn. Wary of most, Astrope only allows those of gentle heart to climb upon its back─a back large enough to seat two!","Spread our wings and<hex:02100103>soar, we shall!<hex:02100103>   - Sezul Totoloc"
84,"Summon forth the fat moogle. How can he fly? Because magic. How can he fly bearing two riders? MAGIC.","This plus-sized patrician epitomizes the ancient moogle proverb regarding kupo nuts that says, “Once you kupop, you cannot stop.” Basic laws of physics suggest that wings as small as the fat moogle's should not provide enough lift for true flight...yet here we are.","Yet what was thin must<hex:02100103>eventually grow fat again.<hex:02100103>   - Aurelle"
85,"","",""
86,"Summon forth a cloud mallow. It will carry you wherever the wind blows. Or, wherever you steer it.","While cloud mallows grow naturally in the Churning Mists, some of the inhabitants of Moghome have spent generations cultivating their own seeds to allow for stronger stems and larger yields of mallow puffs, a sprinkling of which can stimulate even the most lethargic of moogles to work with unbridled joy.","Without my cloud mallows,<hex:02100103>I can't do anything, kupopo!<hex:02100103>   - Moggzia"
87,"Summon forth the Whisper-go. A small, flying vessel designed in the likeness of a Yo-kai named Whisper.","Taken in by the vibrant sights of the Gold Saucer, the wandering executive sought out the plaza's architect to design him a vessel of transportation similar in flamboyance to its myriad attractions. The seats are so finely upholstered riders swear it is as if they are floating on air.","So this is how<hex:02100103>man flies without<hex:02100103>wings? But it is<hex:02100103>so strange-looking!<hex:02100103>   - Dragonet"
88,"","",""
89,"","",""
90,"Summon forth the dark lanner. Favored of Nidhogg, it fearlessly soars the skies of the Churning Mists.","Consumed by malice, these birds roost in Nidhogg's lair, and regularly bathe themselves in the aetheric tempests surrounding the Aery. Sight of their glowing wings outside the Churning Mists can set the commonfolk into a panic, as they are thought to be the Horde's harbingers of death.","The minions of Nidhogg shall<hex:02100103>not lightly suffer your presence<hex:02100103>on that sacred mount.<hex:02100103>   - Vidofnir"
91,"Summon forth your aerodynamics system─marvel of ancient Allagan ingenuity.","Unearthed in the eastern lowlands of Coerthas, engineers surmise that this particular Allagan drone would likely have been used in aerial defense, although its weaponry functions are now beyond repair. Even so, it is still quite convenient as a transportation device.","This node turned out to<hex:02100103>be rather more useful than<hex:02100103>I expected!<hex:02100103>   - Cid"
92,"Summon forth your disembodied head. Not <hex:021A020203>your<hex:021A020103> disembodied head. <hex:021A020203>A<hex:021A020103> disembodied head. That's yours.","E-Una-Kotor created this winged monstrosity using stone hewn from the very walls of the Palace of the Dead in an attempt to better understand the guardian golems which watch over the Lost City of Amdapor. That the face chosen for the design bears an uncanny likeness to a certain someone is one stone best left unturned.","Unggghhh, my head...<hex:02100103>   - Lewenhart"
93,"Summon forth Managarm, a legendary hound said to dwell in the hidden depths of Abalathia's Spine.","Some say that Managarm is merely a myth. Others believe it to be an extinct beast. Both are wrong, as you well know. According to Abalathian legend, this fearsome hound roams the celestial sphere in pursuit of the moon, whose light it relishes─or so it may appear to those who witness it soaring the skies, spawning spectral flames.","I should have been<hex:02100103>the one to feed your<hex:02100103>dark hound with light!<hex:02100103>   - From an Ancient Epic"
94,"Summon forth the Whisper A-go-go. A flashy upgrade to a small flying vessel designed in the likeness of a Yo-kai named Whisper.","Moved by your unyielding dedication and patronage, the wandering executive once again commissioned the architects of the Gold Saucer, this time to upgrade the Whisper-go as a gift from himself and his friend, the wandering minstrel.","Ye gads! What was that<hex:02100103>flash from the heavens?<hex:02100103>It nearly blinded me!<hex:02100103>   - Gilgamesh"
95,"Summon forth Goten. A man-made aberration from a land that exists only in whispers. Its name is said to mean “roaring heavens.”","This otherworldly mount, cobbled together from the carcasses of noble beasts and armored in elaborate gold plate, is said only to accept as riders those who have proven their might and mettle on the fields of battle.","The horse is merciful<hex:02100103>and generous in victory.<hex:02100103>   - Golden Uma Doshin"
96,"Summon forth Ginga. A man-made aberration from a land that exists only in whispers. Its name is said to mean “silver fang.”","This otherworldly mount, cobbled together from the carcasses of noble beasts and armored in elaborate silver plate, is said only to accept as riders those who have proven their might and mettle on the fields of battle.","Be as the horse, and leave<hex:02100103>behind all doubts and bafflement!<hex:02100103>   - Black Uma Doshin"
97,"Summon forth your mystic panda. From Doma. From a thousand years ago.","Armed with the unexplainable ability to levitate...and little else, this thousand-year-old creature (age unconfirmed) has descended the ancient peaks of the Othardian Fanged Crescent in search of a hero to help Doma wrench free from the iron clutches of the Garlean Empire.","Used to be prime huntin' grounds...<hex:02100103>that is, till the bears moved in.<hex:02100103>   - Tailfeather Hunter"
98,"Summon forth your Sophic lanner. A once faithful servant to a fickle goddess.","History tells us that disruption in balance 'twixt good and evil will invariably result in suffering. The noble lanner serves to restore that balance by placing upon the goddess Sophia's scales the weights of equilibrium─most commonly depicted as our heroes of legend.","“A heartbeat without harmony<hex:02100103>Is moonlight without dark.”<hex:02100103>   - From <hex:021A020203>The Sophic Canticles<hex:021A020103>"
99,"Summon forth your Starlight bear, and delight the younglings to no end.","Unlike his wild cousins, <hex:020968E948FF07>Kochab<hex:FF18><hex:020814E905FF07>Kochab<hex:FF08>Polaris<hex:03><hex:FF08>Pferkad<hex:FF07>Kochab<hex:FF08>Polaris<hex:FF18><hex:020814E905FF07>Kochab<hex:FF08>Polaris<hex:03><hex:FF08>Polaris<hex:FF07>Kochab<hex:03> the bear can be relied upon to delight folk rather than tear them apart. Raised from a cub by Celebrant Baenfaeld, he has mastered the art of Starburst-lobbing, a skill that proved useful in hunting down thieving treants.","I never knew bears<hex:02100103>could be so adorable!<hex:02100103>   - Festival-goer"
100,"Summon forth a black pegasus─winged horse of legend and bringer of death.","While uncommon, tales of pegasi black as ink can be found amongst the folklore of countless tribes. One similarity, however, can be observed in nearly all the renditions─that those unworthy of the steed will have their very life essence sapped the moment they climb upon its back.","What is this malaise<hex:02100103>which plagues me?<hex:02100103>   - Beatin"
101,"Arrhidaeus, Arrhidaeus. Arrhidaeus. Arrhidaeus, Arrhidaeus. Arrhidaeus. Arrhidaeus, Arrhidaeus. Oh, oh, oh, Arrhidaeus. Summon forth your Arrhidaeus.","Fabricated within Alexander's internal manufactories, Arrhidaeus was primarily used to wreak temporal disruption on any and all invaders. This particular construct saw its weapons systems overridden following capture, and now serves as a glorified transport module.","You are implying that<hex:02100103>the Illuminati are aware<hex:02100103>of this temporal disruption?<hex:02100103>   - Mide"
