key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
100011,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100012,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100013,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100014,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100015,"Basic Synthesis","Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450AFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",239,246,1551,9,10,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100016,"Basic Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",240,247,1552,9,10,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100017,"Master's Mend","Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.",242,249,1952,9,10,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100018,"Standard Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18",240,247,1566,9,10,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100019,"Master's Mend II","Restores item durability by 60.",242,249,786,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100020,"Brand of Fire","Increases progress. Progress doubles when recipe affinity is fire.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100020,0,0,0,0,0,0,0
100021,"Standard Synthesis","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100022,"Advanced Touch","Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",240,247,786,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100023,"Observe","Do nothing for one step.",11586,11587,1954,9,10,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100024,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100025,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100026,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100027,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100028,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100029,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100030,"Basic Synthesis","Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450BFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",239,246,1601,10,11,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100031,"Basic Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",240,247,1602,10,11,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100032,"Master's Mend","Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.",242,249,1952,10,11,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100033,"Rapid Synthesis","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 250%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 50%",241,248,786,-1,0,1,0,False,0,0,100033,100033,100033,100033,100033,100033,100033,100033
100034,"Standard Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18",240,247,1616,10,11,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100035,"Master's Mend II","Restores item durability by 60.",242,249,786,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100036,"Brand of Ice","Increases progress. Progress doubles when recipe affinity is ice.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100036,0,0,0,0,0,0,0
100037,"Standard Synthesis","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100038,"Advanced Touch","Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",240,247,786,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100039,"Piece by Piece","Increases remaining progress by up to 33%. Increase to progress in a single step cannot exceed 1,000.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100039,100039,100039,100039,100039,100039,100039,100039
100040,"Observe","Do nothing for one step.",11586,11587,1954,10,11,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100041,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100042,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100043,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100044,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100045,"Basic Synthesis","Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450DFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",239,246,1701,12,13,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100046,"Basic Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",240,247,1702,12,13,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100047,"Master's Mend","Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.",242,249,1952,12,13,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100048,"Standard Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18",240,247,1716,12,13,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100049,"Master's Mend II","Restores item durability by 60.",242,249,786,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100050,"Brand of Earth","Increases progress. Progress doubles when recipe affinity is earth.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100050,0,0,0,0,0,0,0
100051,"Standard Synthesis","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100052,"Advanced Touch","Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",240,247,786,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100053,"Observe","Do nothing for one step.",11586,11587,1954,12,13,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100054,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100055,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100056,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100057,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100058,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100059,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100060,"Basic Synthesis","Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450EFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",239,246,1751,13,14,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100061,"Basic Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",240,247,1752,13,14,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100062,"Master's Mend","Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.",242,249,1952,13,14,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100063,"Careful Synthesis","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 90%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",240,247,786,-1,0,1,0,False,0,0,100063,100063,100063,100063,100063,100063,100063,100063
100064,"Standard Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18",240,247,1765,13,14,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100065,"Master's Mend II","Restores item durability by 60.",242,249,786,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100066,"Brand of Lightning","Increases progress. Progress doubles when recipe affinity is lightning.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100066,0,0,0,0,0,0,0
100067,"Standard Synthesis","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100068,"Advanced Touch","Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",240,247,786,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100069,"Careful Synthesis II","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 120%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",240,247,786,-1,0,1,0,False,0,0,100069,100069,100069,100069,100069,100069,100069,100069
100070,"Observe","Do nothing for one step.",11586,11587,1954,13,14,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100071,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100072,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100073,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100074,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100075,"Basic Synthesis","Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450CFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",239,246,1651,11,12,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100076,"Basic Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",240,247,1652,11,12,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100077,"Master's Mend","Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.",242,249,1952,11,12,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100078,"Standard Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18",240,247,1665,11,12,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100079,"Master's Mend II","Restores item durability by 60.",242,249,786,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100080,"Standard Synthesis","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100081,"Advanced Touch","Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",240,247,786,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100082,"Observe","Do nothing for one step.",11586,11587,1954,11,12,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100083,"Flawless Synthesis","Increases progress by 40.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100083,100083,100083,100083,100083,100083,100083,100083
100084,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100085,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100086,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100087,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100088,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100089,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100090,"Basic Synthesis","Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450FFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",239,246,1801,14,15,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100091,"Basic Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",240,247,1802,14,15,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100092,"Master's Mend","Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.",242,249,1952,14,15,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100093,"Standard Touch","Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18",240,247,1816,14,15,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100094,"Master's Mend II","Restores item durability by 60.",242,249,786,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100095,"Brand of Water","Increases progress. Progress doubles when recipe affinity is water.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100095,0,0,0,0,0,0,0
100096,"Standard Synthesis","Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",239,246,786,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100097,"Advanced Touch","Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%",240,247,786,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100098,"Tricks of the Trade","Restores 20 CP. Can only be used when material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>.",242,249,786,-1,0,1,0,False,0,0,100098,100098,100098,100098,100098,100098,100098,100098
100099,"Observe","Do nothing for one step.",11586,11587,1954,14,15,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100100,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100101,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100102,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
