key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
589857,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589858,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"よいですか……今はまだ、耐え忍ぶとき。<hex:02100103>辛く苦しいときこそ、心を強くもたねばなりません。","精霊は、いつも私たちに寄り添っています。<hex:02100103>カヌ・エ・センナ様を信じ、己の務めを果たすのです。","0"
589859,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589860,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"子供の相手をすることが、<hex:02100103>木工師の勉強になると言われたが、<hex:02100103>ふぅむ、サッパリわからん……。","0","0"
589861,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589862,0,1,0,0,0,0,757,0,0,1,0,0,0,0,0,0,0,False,False,False,"…………。","……おかあさんが、<hex:02100103>あまり、知らないひとと、お話したらダメだって……。","0"
589863,0,1,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"どんぐり遊園のコドモたちは、<hex:02100103>いろんな「ジジョウ」があってここにいるのさ。","オトナがいないときは、<hex:02100103>俺がこいつらの面倒をみてやるんだ。<hex:02100103>なんてったって、俺は一番年長の「兄貴分」だからな。","0"
589864,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589865,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589866,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589867,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"グリダニアは、黒衣森の一部なり。","都市を離れるときも、都市へ帰るときも、<hex:02100103>森と精霊への感謝を、忘れるべからず。","0"
589868,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"この中には採集された穀物が保管されてる。<hex:02100103>俺の目の黒いうちは、スクウィレル1匹入れさせんぞ。","0","0"
589869,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589870,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここ「カーラインカフェ」のマスター、<hex:02100103>ミューヌさんの話はちゃーんと聞いておけよ？","とっつきにくいなんて言う奴がいるが、<hex:02100103>彼女がいなけりゃ、冒険者はここじゃやっていけん。","0"
589871,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"こんにちは。<hex:02100103>こちらはリテイナーの雇用窓口です。","大変申し訳ありませんが、<hex:02100103>現在、雇用受付を休止しております。","0"
589872,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここは「バノック練兵所」。<hex:02100103>双蛇党の新兵が、鬼哭隊や神勇隊から指導を受けている。","見学は自由だが、兵士たちの鍛錬を妨げぬように。","0"
589873,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589874,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここは、弓術士たちが集うギルドよ。<hex:02100103>エレゼン族の弓兵や、ミコッテ族の猟師によって、<hex:02100103>連綿と受け継がれてきた技を、今に伝えているわ。","私はギルドへの所属手続きを案内しているわ。<hex:02100103>用件があるのなら、声をかけて。","0"
589875,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589876,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"グリダニアの誇る弓術は、<hex:02100103>我らエレゼン族の弓使いが、<hex:02100103>長き歴史の中で磨き上げてきたものだ。","一介の冒険者が、<hex:02100103>この誇り高い技術を学べるのだ、光栄だろう？","0"
589877,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"こうやって、鍛錬を見学するのも勉強になる。<hex:02100103>ま、アタシは外で体を動かすほうが好きだけどな。","0","0"
589878,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589879,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589880,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ミィ・ケット野外音楽堂は、<hex:02100103>一般都市民だけでなく冒険者にも開放されてるよ。","偉大な音楽家「ミィ・ケット」と、<hex:02100103>移築に貢献した者たちへの感謝を忘れずに、<hex:02100103>くれぐれも大切に使っとくれよ。","0"
589881,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"5年前、ここにはひとりの術士が佇んでいたそうよ。<hex:02100103>ガレマール帝国の目論見に対抗するため、<hex:02100103>エオルゼア中の冒険者に協力を呼びかけていたというわ。","彼は今、どこで何をしているのかしら？<hex:02100103>会って話を聞いてみたいものね。","0"
589882,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"……放っておいてくれ。<hex:02100103>共に舞台に立った友も、支えてくれた妻も、<hex:02100103>私を愛してくれた者は、もう、どこにもいないのだ。","0","0"
589883,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"この先はグリダニアの名士たちの居住区。<hex:02100103>一般の者へは開放していない。<hex:02100103>貴様のような冒険者なら、尚の事だ。","己の立場を自覚しているのなら、<hex:02100103>即刻立ち去ることだ。","0"
589884,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589885,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589886,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"槍術士ギルドへようこそ。<hex:02100103>槍を扱う技術はもちろん、いかなる時も揺るがぬ<hex:02100103>勇気を磨き鍛える場所です。","私は槍術士ギルドへの入門を案内しています。<hex:02100103>ご用がありましたら声をお掛けください。","0"
589887,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"この先は鬼哭隊の屯所である。<hex:02100103>冒険者の立ち入りは認めていない。<hex:02100103>用向きなくば、速やかに立ち去るがよい。","0","0"
589888,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589889,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"どうもグリダニアの商人は、<hex:02100103>「売り込む」ということを毛嫌いしているようじゃな。","よい品を世に出し、多くの人に手にとってもらうこと。<hex:02100103>それこそが、品にとっての最大の敬意であるし、<hex:02100103>商人たる者の務めであろうに。","0"
589890,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589891,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"この坂の下にある桟橋から<hex:02100103>黒衣森の東部方面への舟が出ている。","ハニーヤードやナインアイビーに用事があるなら<hex:02100103>船頭に頼むといいだろう。","0"
589892,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589893,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"あの、ウルダハから来たっていう商人、<hex:02100103>いつまでいるつもりなんだ。","まったく、口を開けば損だ得だと、<hex:02100103>奴らは頭がソロバンでできてるんじゃないか？","0"
589894,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここはグリダニア随一の商店街だ。<hex:02100103>北側の「<hex:024A17FF07E9BB92E6AA80FF0DE38193E3818FE3819FE3829303>商店街」は雑貨や薬品を、<hex:02100103>南側の「<hex:024A14FF07E7B4ABE6AA80FF0AE38197E3819FE3829303>商店街」は武器や防具を扱っている。","0","0"
589895,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"グリダニアが誇る革細工師たちの<hex:02100103>技と魂を、よく目に焼き付けていくといい。","0","0"
589896,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589897,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,False,"森が変われば、そこに住む生き物も変わる。<hex:02100103>命の流れが、大きく動く。","そういう時こそ、森を恐れてはいけない。<hex:02100103>変わりゆく命を見つめ続けることこそ、<hex:02100103>グリダニアに暮らす私たちの使命なのさ。","0"
589898,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここは、革細工師ギルドです。<hex:02100103>獣や魔物の皮革から、さまざまな物品を作り出す、<hex:02100103>革細工師たちが集うギルドです。","0","0"
589899,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"君もグリダニアの革細工を求めて来たのかい？<hex:02100103>ここの革鞄の品質は、遠くウルダハにまで聞こえているからね。","ギルドの中でも特に腕のよい職人の作ったものは<hex:02100103>革細工ブランド「フェン・イル」の作品として<hex:02100103>高値で取引されているのだよ。","この工房から出たところにブランドショップがあるから<hex:02100103>行ってみるといい。"
589900,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ん？　悪いが今は休業中だ。<hex:02100103>あーあ、毎日が祝祭だったらいいのになぁ……。","0","0"
589901,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589902,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ちょっと、なんだい君？<hex:02100103>そこらの鉢にむやみに触るんじゃないぞ。<hex:02100103>落として壊されでもしたら大変だ。","0","0"
589903,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","でも、そうやって地道に積み重ねたことが、<hex:02100103>美しい花を咲かせるんだって、<hex:02100103>園芸師になってよく分かったわ。","0"
589904,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589905,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここはグレートローム農場。<hex:02100103>園芸師ギルドに所属する園芸師たちが運営している。","0","0"
589906,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"よそ者って、花のひとつも育てられないクセに、<hex:02100103>口ばっか偉そうで呆れちゃうわ。","0","0"
589907,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"お静かに。<hex:02100103>……いいえ、物音の話ではございません。","ここは、精霊の声を聞く、神聖なる場所。<hex:02100103>精霊たちを刺激なさらぬよう、<hex:02100103>気を鎮め、心を穏やかになさいませ。","0"
589908,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589909,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589910,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589911,0,1,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"心を研ぎ澄まし、<hex:02100103>己を取り巻くものの、息吹を感じるのです……。","あなたの心の奥底に宿る、<hex:02100103>幻術士としての感覚を磨くのです。","0"
589912,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"もう、ファールアールのおじさんたら、<hex:02100103>いつも私のこと子供扱いするんだから。","0","0"
589913,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"メママのやつ、また勝手に家を出てきたのか。<hex:02100103>ちゃんと親御さんに連絡をしろって言ってるのに、<hex:02100103>ちっとも聞きやしねぇ。","0","0"
589914,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589915,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"こんにちは。<hex:02100103>ここは循環飛空便乗り場です。","0","0"
589916,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"……申し訳ありません。<hex:02100103>お客様は現在、搭乗許可証をお持ちでないため、<hex:02100103>飛空便のご利用ができないようです。","0","0"
589917,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ようこそグリダニア・ランディングへ。<hex:02100103>循環飛空便について、聞きたいことはありますか？","0","0"
589918,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589919,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589920,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589921,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589922,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589923,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589924,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"自然と精霊の教えを伝え導く場所、<hex:02100103>幻術士ギルドへ、ようこそお越しくださいました。","私は幻術士ギルドへの入門手続きを案内しています。<hex:02100103>ご用がありましたらお申し付けください。","0"
589925,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589926,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","うぅ……イテテテ……","0"
589927,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"私たち碩老樹瞑想窟に仕える幻術士は、<hex:02100103>怪我や病気の治療、託宣の儀式を行う道士様の<hex:02100103>お手伝いをしています。","グリダニアのために尽くせることが、<hex:02100103>私たちにとっては何よりの喜びなのです。","0"
589928,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"この先は神勇隊の詰所だ。<hex:02100103>関係のない者は立ち入りを認めていない。","0","0"
589929,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589930,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"何で弓術士ギルドを訪れたかって？<hex:02100103>だって、弓術士なら、安全な場所から戦えるじゃない。","0","0"
589931,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589932,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589933,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"こちらは木工師ギルドの窓口です。<hex:02100103>家具や食器などの日用品から、武器防具まで、<hex:02100103>あらゆる木工製品を手がけております。","0","0"
589934,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,True,"武器には武器にあった木を、<hex:02100103>家具には家具にあった木をつかうのさ。","同じ木でも、<hex:02100103>どの部分をどう加工すればしっくりくるか、<hex:02100103>それがわかるようになって、ようやく並の木工師だ。","0"
589935,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"時には……戦いの手を休め……<hex:02100103>木の温もりに身を預けるのも……良いですよ……。","0","0"
589936,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589937,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ぐ、ぬぬぬぬ……<hex:02100103>いったいどうしたら、先生のあの曲線を<hex:02100103>再現できるんだ……ッ！？","0","0"
589938,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589939,0,1,0,0,1,0,0,755,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589940,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"鬼哭隊や神勇隊の隊士が付けている仮面……<hex:02100103>あれは精霊から正体を隠すためのものだそうだ。<hex:02100103>任務によっては、精霊の怒りを買いかねないからな。","とは言っても、どれほど効果があるのやら……。<hex:02100103>まぁ、一種のまじないみたいなものだな。","0"
589941,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589942,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"屯所の稽古場を、槍術士ギルドに貸し出したのは、<hex:02100103>正解だったようだな……。","優秀な槍の使い手が集まり、<hex:02100103>互いに技を磨き合う研鑽の場となれば、<hex:02100103>我らが鬼哭隊の力を高めることにも繋がるだろう。","0"
589943,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"今年の新人は、一段と筋がいい。<hex:02100103>このギルドで腕を磨けば、どれだけ伸びるか。<hex:02100103>先が楽しみだな。","0","0"
589944,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589945,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589946,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここは都市の治安維持を担う兵団「鬼哭隊」の屯所。<hex:02100103>槍術士ギルドも併設されている。","鬼哭隊の空気を身近に感じ、<hex:02100103>槍術士たちも身の引き締まる思いであろう。","0"
589947,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"5年前の霊災の影響で、店を畳んだ商人が多く、<hex:02100103>空いてしまった商店街の半分を<hex:02100103>ウルダハの商人に貸し出しているんですよ。","お陰でだいぶ賑やかになりましたが、<hex:02100103>商人どうしの衝突が絶えず……<hex:02100103>喜んでばかりもいられない状況です。","0"
589948,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"紫檀商店街をまとめているのが、俺と弟のアドルフォル、<hex:02100103>黒檀商店街を束ねているのが交易商人のリシュシュ……<hex:02100103>商店街全体の顔役が、パルセモントレの爺さんだ。","弟いわく、リシュシュは話のわかる奴だっていうが……<hex:02100103>俺はどうも、いけすかねえヤツだと思う。<hex:02100103>……理由なんてねぇ、直感だ、直感。","0"
589949,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここはエーテライト・プラザ、<hex:02100103>グリダニア都市転送網の要だ。","5年前の霊災以降、転送網の再整備が行われ<hex:02100103>ここに移されることになったのだ。<hex:02100103>古い冒険者なら、とまどうかもしれんな。","0"
589950,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここがなんで「アプカル滝」って呼ばれてるか知ってる？","その昔、この水辺でアプカルっていう魔物を<hex:02100103>飼おうとしたんですって。<hex:02100103>結局、上手くいかなかったらしいけど。","0"
589951,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"グランドカンパニー「双蛇党」の発足式典も、<hex:02100103>この野外音楽堂で執り行われたそうよ。<hex:02100103>もっとも、ここに移築される前の話だけれど。","0","0"
589952,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"「双蛇党」の発足式典の時、<hex:02100103>俺は生まれて初めてカヌ・エ・センナ様を見たんだ。","凛としたお姿も、よく通るお声も、<hex:02100103>目を閉じれば鮮明に思い出せるよ。","0"
589953,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"園芸師は草花を育てるけれど、<hex:02100103>世話をするうちに、いろいろなことを学んで……<hex:02100103>園芸師もまた、草花に育てられている気がするわ。","0","0"
589954,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここから都市の外へ出られる。<hex:02100103>ハーストミルを目指すなら北へ、<hex:02100103>フォールゴウドを目指すなら西へ進むといい。","0","0"
589955,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589956,0,1,1,1,0,755,755,0,1,1,1,0,0,0,0,0,0,False,False,False,"ブリスルテイル・マーモットの革を使った<hex:02100103>鞄の予約なら、もう、今季の受付は終わりですよ。","密猟が絶えないので、来年の狩りが解禁されるまでは、<hex:02100103>鞄の製作も制限してるんです。","0"
589957,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"このブリスルテイル・マーモットの粗皮、<hex:02100103>やっと見つけて買い付けたんだぜ？<hex:02100103>鞄ひとつくらい作ってくれたっていいじゃねえか。","0","0"
589958,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ここグリダニアの革細工師ギルドは<hex:02100103>質の良い皮革製品を生み出すことで知られている。","なかでも腕利きの職人が出品している店、<hex:02100103>工芸「フェン・イル」の品などは、予約だけで2年待ちだ。<hex:02100103>我々、鬼哭隊が警備につく理由も想像がつくだろう？","そこにいる男も、一体いつになったら<hex:02100103>諦めてくれることやら……。"
